"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"4140",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4205,37,NA,"B1","1764 SEMINOLE AVENUE"," ",10461,"2","                  -  ","2","2,046","2,212",1940,1,"B1"," $475,000 ","6/20/2016",475000,2212,2046,0
"4141",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4205,37,NA,"B1","1764 SEMINOLE AVENUE"," ",10461,"2","                  -  ","2","2,046","2,212",1940,1,"B1"," $435,000 ","2/4/2016",435000,2212,2046,0
"4142",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4209,30,NA,"B3","1958 EASTCHESTER ROAD"," ",10461,"2","                  -  ","2","5,000","2,080",1925,1,"B3"," $738,000 ","12/27/2016",738000,2080,5000,0
"4143",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4218,21,NA,"B1","1514 SEMINOLE STREET"," ",10461,"2","                  -  ","2","2,500","2,288",1950,1,"B1"," $505,000 ","2/22/2016",505000,2288,2500,0
"4145",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4221,20,NA,"B1","1538 RHINELANDER AVENUE"," ",10461,"2","                  -  ","2","2,500","1,890",1945,1,"B1"," $505,000 ","7/12/2016",505000,1890,2500,0
"4146",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4221,23,NA,"B1","1550 RHINELANDER AVENUE"," ",10461,"2","                  -  ","2","5,000","1,431",1950,1,"B1"," $640,000 ","12/22/2016",640000,1431,5000,0
"4147",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4221,29,NA,"B1","1566 RHINELANDER AVENUE"," ",10461,"2","                  -  ","2","2,500","1,890",1945,1,"B1"," $460,000 ","10/7/2016",460000,1890,2500,0
"4148",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4293,55,NA,"B1","2071 MATTHEWS AVE"," ",10462,"2","                  -  ","2","2,500","2,706",1965,1,"B1"," $630,000 ","10/4/2016",630000,2706,2500,0
"4150",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4297,17,NA,"B1","2070 MATTHEWS AVENUE"," ",10462,"2","                  -  ","2","2,500","2,260",1950,1,"B1"," $540,000 ","10/24/2016",540000,2260,2500,0
"4151",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4298,13,NA,"B1","2060 MULINER AVENUE"," ",10462,"2","                  -  ","2","2,200","3,432",1970,1,"B1"," $660,000 ","1/31/2017",660000,3432,2200,0
"4155",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4299,25,NA,"B1","2055 COLDEN AVENUE"," ",10462,"2","                  -  ","2","3,038","1,848",1950,1,"B1"," $560,000 ","2/23/2016",560000,1848,3038,0
"4158",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4301,19,NA,"B1","2019 PAULDING AVENUE"," ",10462,"2","                  -  ","2","2,500","1,920",1940,1,"B1"," $579,000 ","10/7/2016",579000,1920,2500,0
"4159",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4303,10,NA,"B1","2033 LURTING AVENUE"," ",10461,"2","                  -  ","2","2,500","1,926",1925,1,"B1"," $270,000 ","4/15/2016",270000,1926,2500,0
"4162",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4307,19,NA,"B9","2011 YATES AVENUE"," ",10461,"2","                  -  ","2","2,442","2,305",1955,1,"B9"," $560,000 ","7/11/2016",560000,2305,2442,0
"4163",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4307,19,NA,"B9","2011 YATES AVENUE"," ",10461,"2","                  -  ","2","2,442","2,305",1955,1,"B9"," $470,000 ","4/8/2016",470000,2305,2442,0
"4164",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4308,3,NA,"B1","1164 LYDIG AVENUE"," ",10461,"2","                  -  ","2","2,909","2,125",1940,1,"B1"," $510,000 ","8/10/2016",510000,2125,2909,0
"4165",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4308,23,NA,"B1","2002 YATES AVENUE"," ",10461,"2","                  -  ","2","2,200","3,289",1940,1,"B1"," $505,000 ","3/24/2016",505000,3289,2200,0
"4170",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4323,67,NA,"B3","2131 MULINER AVENUE"," ",10462,"2","                  -  ","2","2,400","2,035",1940,1,"B3"," $443,500 ","3/3/2016",443500,2035,2400,0
"4171",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4325,44,NA,"B1","2124A BOGART AVENUE"," ",10462,"2","                  -  ","2","2,500","2,359",1950,1,"B1"," $438,000 ","1/23/2017",438000,2359,2500,0
"4173",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4330,59,NA,"B1","1062 ESPLANADE AVE"," ",10461,"2","                  -  ","2","2,850","1,734",1940,1,"B1"," $500,000 ","9/28/2016",5e+05,1734,2850,0
"4174",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4331,50,NA,"B1","2144 HAIGHT AVENUE"," ",10461,"2","                  -  ","2","2,500","1,590",1950,1,"B1"," $549,000 ","6/27/2016",549000,1590,2500,0
"4175",2,"PELHAM PARKWAY SOUTH","02 TWO FAMILY DWELLINGS                    ","1",4331,57,NA,"B1","1104 ESPLANADE"," ",10461,"2","                  -  ","2","2,635","2,219",1940,1,"B1"," $580,000 ","2/17/2016",580000,2219,2635,0
"4177",2,"PELHAM PARKWAY SOUTH","03 THREE FAMILY DWELLINGS                  ","1",4297,19,NA,"C0","2074 MATTHEWS AVENUE"," ",10462,"3","                  -  ","3","1,800","1,990",1969,1,"C0"," $455,000 ","7/21/2016",455000,1990,1800,0
"4180",2,"PELHAM PARKWAY SOUTH","03 THREE FAMILY DWELLINGS                  ","1",4308,9,NA,"C0","2033 HERING AVENUE"," ",10461,"3","                  -  ","3","3,375","2,554",1920,1,"C0"," $550,000 ","2/19/2016",550000,2554,3375,0
"4181",2,"PELHAM PARKWAY SOUTH","03 THREE FAMILY DWELLINGS                  ","1",4311,32,NA,"C0","2072 YATES AVENUE"," ",10461,"3","                  -  ","3","5,000","4,495",1940,1,"C0"," $815,000 ","8/29/2016",815000,4495,5000,0
"4182",2,"PELHAM PARKWAY SOUTH","03 THREE FAMILY DWELLINGS                  ","1",4324,20,NA,"C0","2158 MULINER AVENUE"," ",10462,"3","                  -  ","3","3,325","3,234",1940,1,"C0"," $525,000 ","2/3/2016",525000,3234,3325,0
"4262",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5735,214,NA,"A1","561 WEST 230 STREET"," ",10463,"1","                  -  ","1","7,388","4,000",1998,1,"A1"," $1,750,000 ","8/16/2016",1750000,4000,7388,0
"4264",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5742,142,NA,"A5","3135 FAIRFIELD AVENUE"," ",10463,"1","                  -  ","1","1,507","3,429",2009,1,"A5"," $1,485,000 ","8/22/2016",1485000,3429,1507,0
"4266",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5749,690,NA,"A3","3101 HENRY HUDSON PKWY W"," ",10463,"1","                  -  ","1","13,804","3,505",1910,1,"A3"," $2,000,000 ","11/30/2016",2e+06,3505,13804,0
"4267",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5751,319,NA,"A1","747 WEST 231 STREET"," ",10463,"1","                  -  ","1","9,310","2,632",1975,1,"A1"," $1,900,000 ","6/1/2016",1900000,2632,9310,0
"4268",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5751,639,NA,"A2","727 WEST 231 STREET"," ",10463,"1","                  -  ","1","9,800","3,349",1960,1,"A2"," $1,300,000 ","11/29/2016",1300000,3349,9800,0
"4269",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5785,259,NA,"A1","3232 OXFORD AVENUE"," ",10463,"1","                  -  ","1","5,000","1,470",1925,1,"A1"," $835,000 ","12/15/2016",835000,1470,5000,0
"4271",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5841,1954,NA,"A5","5406 POST RD"," ",10471,"1","                  -  ","1","2,700","1,606",2003,1,"A5"," $735,000 ","3/10/2016",735000,1606,2700,0
"4273",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5843,2031,NA,"A5","234 WEST 256 STREET"," ",10471,"1","                  -  ","1","2,087","1,408",1930,1,"A5"," $670,000 ","6/17/2016",670000,1408,2087,0
"4274",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5844,1877,NA,"A1","243 WEST 254 STREET"," ",10471,"1","                  -  ","1","2,500","2,142",1930,1,"A1"," $420,000 ","4/7/2016",420000,2142,2500,0
"4276",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5852,2153,NA,"A1","5611 POST ROAD"," ",10471,"1","                  -  ","1","2,500","1,280",1915,1,"A1"," $665,000 ","11/16/2016",665000,1280,2500,0
"4277",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5855,2277,NA,"A1","5749 FARADAY AVENUE"," ",10471,"1","                  -  ","1","2,500","1,379",1930,1,"A1"," $876,000 ","9/1/2016",876000,1379,2500,0
"4278",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5858,313,NA,"A1","5820 SPENCER AVENUE"," ",10471,"1","                  -  ","1","2,268","1,000",1930,1,"A1"," $565,000 ","2/16/2016",565000,1000,2268,0
"4279",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5860,252,NA,"A1","5831 FIELDSTON ROAD"," ",10471,"1","                  -  ","1","2,806","1,632",1940,1,"A1"," $800,000 ","8/16/2016",8e+05,1632,2806,0
"4281",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5862,23,NA,"A2","5648 DELAFIELD AVE"," ",10471,"1","                  -  ","1","6,250","1,116",1973,1,"A2"," $599,000 ","7/26/2016",599000,1116,6250,0
"4282",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5862,63,NA,"A1","5827 LIEBIG AVENUE"," ",10471,"1","                  -  ","1","7,498","1,760",1935,1,"A1"," $930,000 ","6/30/2016",930000,1760,7498,0
"4283",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5867,407,NA,"A1","5928 FIELDSTON ROAD"," ",10471,"1","                  -  ","1","2,905","2,145",1930,1,"A1"," $795,000 ","2/1/2016",795000,2145,2905,0
"4284",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5872,992,NA,"A1","229 WEST 260 STREET"," ",10471,"1","                  -  ","1","2,500","1,368",1920,1,"A1"," $747,000 ","4/15/2016",747000,1368,2500,0
"4285",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5873,1009,NA,"A1","6032 HUXLEY AVENUE"," ",10471,"1","                  -  ","1","1,750","1,520",1930,1,"A1"," $695,000 ","12/1/2016",695000,1520,1750,0
"4286",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5875,927,NA,"A5","6033A HUXLEY AVE"," ",10471,"1","                  -  ","1","5,250","1,679",2013,1,"A5"," $773,870 ","5/26/2016",773870,1679,5250,0
"4287",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5875,927,NA,"A5","6033B HUXLEY AVENUE"," ",10471,"1","                  -  ","1","5,250","1,679",2013,1,"A5"," $776,112 ","4/29/2016",776112,1679,5250,0
"4288",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5876,956,NA,"A1","310 WEST 261ST ST"," ",10471,"1","                  -  ","1","3,139","1,518",1920,1,"A1"," $540,000 ","8/29/2016",540000,1518,3139,0
"4289",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5876,968,NA,"A1","6035 SPENCER AVE"," ",10471,"1","                  -  ","1","4,750","2,374",1935,1,"A1"," $915,000 ","9/6/2016",915000,2374,4750,0
"4291",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5884,1204,NA,"A1","6139 FIELDSTON ROAD"," ",10471,"1","                  -  ","1","1,750","1,800",1930,1,"A1"," $720,000 ","12/9/2016",720000,1800,1750,0
"4292",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5885,1437,NA,"A2","6171 TYNDALL AVENUE"," ",10471,"1","                  -  ","1","3,240","1,492",1940,1,"A2"," $585,000 ","8/3/2016",585000,1492,3240,0
"4296",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5926,70,NA,"A3","4725 INDEPENDENCE AVENUE"," ",10471,"1","                  -  ","1","8,816","4,784",1940,1,"A3"," $1,900,000 ","8/16/2016",1900000,4784,8816,0
"4297",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5937,499,NA,"A3","5253 SYCAMORE AVENUE"," ",10471,"1","                  -  ","1","12,200","3,000",1910,1,"A3"," $2,942,500 ","10/28/2016",2942500,3000,12200,0
"4298",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5937,510,NA,"A3","5209 SYCAMORE AVE"," ",10471,"1","                  -  ","1","9,137","2,724",1940,1,"A3"," $1,650,000 ","12/15/2016",1650000,2724,9137,0
"4299",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5939,410,NA,"A3","5297 INDEPENDENCE AVENUE"," ",10471,"1","                  -  ","1","31,028","5,869",1950,1,"A3"," $3,995,000 ","6/15/2016",3995000,5869,31028,0
"4302",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5942,222,NA,"A2","5235 ARLINGTON AVENUE"," ",10471,"1","                  -  ","1","9,000","2,538",1950,1,"A2"," $1,140,000 ","2/3/2016",1140000,2538,9000,0
"4303",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5944,103,NA,"A1","4959 HENRY HUDSON PKWY W"," ",10471,"1","                  -  ","1","17,857","2,646",2005,1,"A1"," $1,630,000 ","6/21/2016",1630000,2646,17857,0
"4304",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5947,21,NA,"A1","5454 PALISADE AVENUE"," ",10471,"1","                  -  ","1","12,941","3,036",1980,1,"A1"," $1,393,499 ","1/12/2017",1393499,3036,12941,0
"4305",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5947,422,NA,"A1","25 SIGMA PLACE"," ",10471,"1","                  -  ","1","9,720","4,568",1975,1,"A1"," $2,018,250 ","6/8/2016",2018250,4568,9720,0
"4306",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5947,507,NA,"A1","5776 PALISADE AVENUE"," ",10471,"1","                  -  ","1","7,659","2,864",1975,1,"A1"," $1,040,000 ","2/3/2016",1040000,2864,7659,0
"4308",2,"RIVERDALE","01 ONE FAMILY DWELLINGS                    ","1",5955,622,NA,"A3","660 WEST 261 STREET"," ",10471,"1","                  -  ","1","21,350","6,296",1925,1,"A3"," $2,450,000 ","8/30/2016",2450000,6296,21350,0
"4309",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5740,318,NA,"B3","3122 ARLINGTON AVENUE"," ",10463,"2","                  -  ","2","2,500","2,750",1935,1,"B3"," $815,000 ","3/23/2016",815000,2750,2500,0
"4310",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5799,59,NA,"B9","3641 JOHNSON AVENUE"," ",10463,"2","                  -  ","2","6,729","2,072",1925,1,"B9"," $2,300,000 ","3/15/2016",2300000,2072,6729,0
"4311",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5844,1884,NA,"B1","5420 VALLES AVENUE"," ",10471,"2","                  -  ","2","3,100","3,024",1950,1,"B1"," $635,000 ","2/10/2016",635000,3024,3100,0
"4312",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5845,1791,NA,"B1","263 WEST 254 STREET"," ",10471,"2","                  -  ","2","2,500","1,890",1960,1,"B1"," $605,000 ","5/13/2016",605000,1890,2500,0
"4313",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5857,356,NA,"B1","5785 MOSHOLU AVENUE"," ",10471,"2","                  -  ","2","2,200","2,106",1920,1,"B1"," $690,000 ","3/28/2016",690000,2106,2200,0
"4315",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5859,269,NA,"S2","5701 MOSHOLU AVENUE"," ",10471,"2","1","3","2,100","2,528",1930,1,"S2"," $250,000 ","5/31/2016",250000,2528,2100,0
"4316",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5866,430,NA,"B2","5906 SPENCER AVE"," ",10471,"2","                  -  ","2","3,529","2,000",1950,1,"B2"," $676,250 ","2/4/2016",676250,2000,3529,0
"4317",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5867,422,NA,"B2","301 WEST 259TH STREET"," ",10471,"2","                  -  ","2","1,626","2,000",1901,1,"B2"," $648,000 ","6/21/2016",648000,2000,1626,0
"4318",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5874,1018,NA,"B1","6024 HUXLEY AVENUE"," ",10471,"2","                  -  ","2","15,017","4,022",1920,1,"B1"," $1,400,000 ","1/30/2017",1400000,4022,15017,0
"4321",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5876,951,NA,"B1","6036 FIELDSTON ROAD"," ",10471,"2","                  -  ","2","2,500","1,887",1960,1,"B1"," $745,000 ","10/14/2016",745000,1887,2500,0
"4322",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5876,976,NA,"B1","6015 SPENCER AVENUE"," ",10471,"2","                  -  ","2","4,750","3,961",1986,1,"B1"," $835,000 ","10/26/2016",835000,3961,4750,0
"4323",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5884,1198,NA,"B1","6138 TYNDALL AVENUE"," ",10471,"2","                  -  ","2","2,375","2,056",1930,1,"B1"," $745,000 ","9/14/2016",745000,2056,2375,0
"4325",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5885,1226,NA,"B2","411 WEST 261 STREET"," ",10471,"2","                  -  ","2","3,742","3,372",1920,1,"B2"," $857,500 ","2/11/2016",857500,3372,3742,0
"4326",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5886,1402,NA,"B1","6173 LIEBIG"," ",10471,"2","                  -  ","2","3,111","3,270",1920,1,"B1"," $785,000 ","8/24/2016",785000,3270,3111,0
"4327",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5886,1406,NA,"B1","6167 LIEBIG AVENUE"," ",10471,"2","                  -  ","2","3,555","3,226",1920,1,"B1"," $740,000 ","5/12/2016",740000,3226,3555,0
"4328",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5891,1612,NA,"B1","443 WEST 263 STREET"," ",10471,"2","                  -  ","2","3,196","1,872",1960,1,"B1"," $735,000 ","5/6/2016",735000,1872,3196,0
"4329",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5891,1627,NA,"B1","439 WEST 263 STREET"," ",10471,"2","                  -  ","2","3,475","2,156",1960,1,"B1"," $585,493 ","7/8/2016",585493,2156,3475,0
"4330",2,"RIVERDALE","02 TWO FAMILY DWELLINGS                    ","1",5953,367,NA,"B3","568 WEST 261 STREET"," ",10471,"2","                  -  ","2","13,390","2,580",1930,1,"B3"," $860,000 ","7/8/2016",860000,2580,13390,0
"4331",2,"RIVERDALE","03 THREE FAMILY DWELLINGS                  ","1",5844,1933,NA,"C0","5435 SYLVAN AVENUE"," ",10471,"3","                  -  ","3","5,476","3,696",1960,1,"C0"," $900,000 ","9/2/2016",9e+05,3696,5476,0
"4332",2,"RIVERDALE","03 THREE FAMILY DWELLINGS                  ","1",5855,2236,NA,"C0","5716 MOSHOLU AVENUE"," ",10471,"3","                  -  ","3","3,750","3,016",1987,1,"C0"," $851,000 ","6/22/2016",851000,3016,3750,0
"4333",2,"RIVERDALE","03 THREE FAMILY DWELLINGS                  ","1",5863,103,NA,"C0","5630 RIVERDALE AVENUE"," ",10471,"3","                  -  ","3","5,000","2,718",1920,1,"C0"," $263,333 ","6/29/2016",263333,2718,5000,0
"4334",2,"RIVERDALE","03 THREE FAMILY DWELLINGS                  ","1",5863,103,NA,"C0","5630 RIVERDALE AVENUE"," ",10471,"3","                  -  ","3","5,000","2,718",1920,1,"C0"," $526,666 ","6/29/2016",526666,2718,5000,0
"4335",2,"RIVERDALE","03 THREE FAMILY DWELLINGS                  ","1",5875,908,NA,"C0","270 WEST 261 STREET"," ",10471,"3","                  -  ","3","2,500","3,081",1910,1,"C0"," $908,000 ","5/10/2016",908000,3081,2500,0
"4336",2,"RIVERDALE","03 THREE FAMILY DWELLINGS                  ","1",5884,1182,NA,"C0","301 WEST 261ST ST"," ",10471,"3","                  -  ","3","4,600","4,050",1985,1,"C0"," $745,000 ","3/16/2016",745000,4050,4600,0
"4337",2,"RIVERDALE","03 THREE FAMILY DWELLINGS                  ","1",5906,337,NA,"C0","636 WEST 238 STREET"," ",10463,"3","                  -  ","3","2,604","3,450",1960,1,"C0"," $1,500,000 ","2/11/2016",1500000,3450,2604,0
"4912",2,"SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY DWELLINGS                    ","1",4165,18,NA,"A1","1632 EDISON AVE"," ",10461,"1","                  -  ","1","2,500","1,462",1910,1,"A1"," $360,000 ","4/27/2016",360000,1462,2500,0
"4913",2,"SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY DWELLINGS                    ","1",4168,40,NA,"A5","1627 HOBART AVENUE"," ",10461,"1","                  -  ","1","1,942","1,615",1950,1,"A5"," $390,000 ","8/29/2016",390000,1615,1942,0
"4915",2,"SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY DWELLINGS                    ","1",4170,45,NA,"A1","1731 HOBART AVE"," ",10461,"1","                  -  ","1","2,500","1,312",1930,1,"A1"," $430,000 ","7/27/2016",430000,1312,2500,0
"4916",2,"SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY DWELLINGS                    ","1",4172,29,NA,"A1","3069 MIDDLETOWN RD"," ",10461,"1","                  -  ","1","2,365","1,386",1910,1,"A1"," $455,000 ","9/14/2016",455000,1386,2365,0
"4917",2,"SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY DWELLINGS                    ","1",4172,42,NA,"A5","1652 JARVIS AVENUE"," ",10461,"1","                  -  ","1","2,300","1,260",1950,1,"A5"," $436,000 ","10/27/2016",436000,1260,2300,0
"4919",2,"SCHUYLERVILLE/PELHAM BAY","01 ONE FAMILY DWELLINGS                    ","1",4178,3,NA,"A1","3136 BUHRE AVENUE"," ",10461,"1","                  -  ","1","2,500","1,404",1920,1,"A1"," $420,000 ","4/20/2016",420000,1404,2500,0
